iter	Logloss
0	0.6393813693
1	0.5959184519
2	0.5515492078
3	0.5129606906
4	0.4759604729
5	0.4523955539
6	0.4289849364
7	0.400752347
8	0.3797692114
9	0.3585236869
10	0.3403798912
11	0.3236853818
12	0.3082585222
13	0.2977382236
14	0.2842719357
15	0.2761891659
16	0.2649207629
17	0.2554825586
18	0.246088098
19	0.2377781777
20	0.2317602852
21	0.2254643315
22	0.2188491376
23	0.212692714
24	0.2074934619
25	0.2028485525
26	0.1978636422
27	0.1931127616
28	0.1884596316
29	0.1847504303
30	0.1810270185
31	0.1770453089
32	0.1742407297
33	0.1714765162
34	0.1678797767
35	0.1644877363
36	0.161776496
37	0.1588899141
38	0.1556830343
39	0.1535965603
40	0.1511838396
41	0.1488861159
42	0.1467559587
43	0.1447054682
44	0.1427871766
45	0.1409030853
46	0.1386645494
47	0.1369397747
48	0.1355340714
49	0.1340225179
50	0.1326209953
51	0.1310863531
52	0.1297166553
53	0.1282119064
54	0.1266757025
55	0.1253782808
56	0.124097441
57	0.123000115
58	0.1218389726
59	0.1203598546
60	0.1190229399
61	0.1179645682
62	0.1170506092
63	0.1157705493
64	0.1146629282
65	0.113874233
66	0.1130059898
67	0.111794357
68	0.1107607265
69	0.109773987
70	0.1088897906
71	0.1078979198
72	0.106897158
73	0.1060303181
74	0.1052272818
75	0.1045253929
76	0.1038275105
77	0.1029370085
78	0.1021840873
79	0.1014572633
80	0.1007117476
81	0.09987565176
82	0.09931493714
83	0.098639996
84	0.09800513022
85	0.09731568295
86	0.09674773593
87	0.09626049217
88	0.09565539502
89	0.09496683154
90	0.0944632137
91	0.09395870265
92	0.09334397564
93	0.09270594939
94	0.09210766214
95	0.09144928658
96	0.09090392001
97	0.09031203253
98	0.089541199
99	0.08886959894
100	0.08843191921
101	0.08793635682
102	0.08735894788
103	0.08683816863
104	0.08629286971
105	0.08576827663
106	0.08526833685
107	0.08471336064
108	0.08425401103
109	0.08380277319
110	0.08339274908
111	0.08283620637
112	0.08241385753
113	0.08197013315
114	0.08158795247
115	0.08121463209
116	0.08074546272
117	0.08023032193
118	0.07981445739
119	0.0793530062
120	0.07888766999
121	0.07849424534
122	0.07810059906
123	0.07769368525
124	0.07738933412
125	0.07697852087
126	0.07660913806
127	0.07617590627
128	0.07574087941
129	0.07539819469
130	0.07502862751
131	0.07455943951
132	0.07417028881
133	0.07383448776
134	0.0733792713
135	0.07307088992
136	0.07271259589
137	0.07245063767
138	0.07209658164
139	0.07181280661
140	0.07141805222
141	0.07116989103
142	0.07082282664
143	0.07049283978
144	0.07009055508
145	0.06979796584
146	0.0694640018
147	0.06913543446
148	0.06883245121
149	0.06858768564
150	0.06834117189
151	0.06802727061
152	0.06768119834
153	0.06734842871
154	0.06695726796
155	0.06663052643
156	0.06629737213
157	0.06607178393
158	0.06578810513
159	0.06536388383
160	0.06507684547
161	0.06481880758
162	0.06455106826
163	0.06428283732
164	0.06400928832
165	0.06375189824
166	0.0635367481
167	0.06331184062
168	0.06304919919
169	0.06284475808
170	0.0626055766
171	0.06238600138
172	0.06211024998
173	0.06182282792
174	0.06158289612
175	0.06136192483
176	0.06120489645
177	0.06091859756
178	0.06069010595
179	0.06048458582
180	0.06017824989
181	0.05988867123
182	0.05964865085
183	0.05929623885
184	0.05900663255
185	0.05875569418
186	0.05847497241
187	0.05828846074
188	0.05804868888
189	0.05784508343
190	0.05762558121
191	0.0574102247
192	0.05725076298
193	0.05706109094
194	0.05681865229
195	0.05662376621
