iter	Passed	Remaining
432	10849	1678
433	10883	1655
434	10908	1630
435	10936	1605
436	10964	1580
437	11004	1557
438	11050	1535
439	11093	1512
440	11127	1488
441	11151	1463
442	11178	1438
443	11199	1412
444	11218	1386
445	11243	1361
446	11266	1335
447	11288	1310
448	11310	1284
449	11332	1259
450	11353	1233
451	11376	1208
452	11398	1182
453	11420	1157
454	11444	1131
455	11466	1106
456	11497	1081
457	11528	1057
458	11561	1032
459	11597	1008
460	11628	983
461	11650	958
462	11677	933
463	11702	907
464	11725	882
465	11748	857
466	11773	831
467	11796	806
468	11821	781
469	11850	756
470	11874	731
471	11897	705
472	11922	680
473	11943	655
474	11965	629
475	12005	605
476	12040	580
477	12075	555
478	12109	530
479	12136	505
480	12160	480
481	12184	455
482	12205	429
483	12227	404
484	12250	378
485	12274	353
486	12297	328
487	12319	302
488	12341	277
489	12368	252
490	12390	227
491	12413	201
492	12436	176
493	12457	151
494	12539	126
495	12573	101
496	12612	76
497	12660	50
498	12685	25
499	12707	0
