iter	Logloss
139	0.02590047312
140	0.02564363766
141	0.02536651897
142	0.02522483444
143	0.02501310301
144	0.02480851316
145	0.02450131321
146	0.024366436
147	0.02401547337
148	0.02367885303
149	0.02347244072
150	0.02326045561
151	0.023109447
152	0.0229577899
153	0.0228088336
154	0.02256475067
155	0.02239414644
156	0.0221963377
157	0.0220421176
158	0.02188746071
159	0.02172650766
160	0.02154508257
161	0.02132223368
162	0.02113622952
163	0.02091732121
164	0.02063676214
165	0.02055251741
166	0.02037774515
167	0.02019892311
168	0.02007486153
169	0.01988489819
170	0.01971190929
171	0.01952562714
172	0.01937156105
173	0.01926521921
174	0.01911570406
175	0.01903978682
176	0.01889444542
177	0.01868498087
178	0.01858159161
179	0.01841452599
180	0.01826809978
181	0.01814579916
182	0.01796306229
183	0.01784269905
184	0.01769902849
185	0.01762065411
186	0.01754300547
187	0.01740536642
188	0.01728171492
189	0.01718500757
190	0.0170032897
191	0.01692985344
192	0.01682224798
193	0.01667116737
194	0.01660249138
195	0.0165024538
196	0.01634793544
197	0.01618496513
198	0.01611109161
199	0.01597979331
200	0.0158816247
201	0.01576564431
202	0.01562166762
203	0.0155388577
204	0.01546207881
205	0.01538412857
206	0.01528733492
207	0.01518146658
208	0.01507265496
209	0.014947474
210	0.01483918452
211	0.01473309231
212	0.0145979085
213	0.01449123549
214	0.01443107057
215	0.01431966329
216	0.01423424006
217	0.01415752411
218	0.01400767636
219	0.01387305379
220	0.01375111723
221	0.01366195941
222	0.0135601728
223	0.01346456861
224	0.01335185075
225	0.01328368306
226	0.01321791482
227	0.01316148615
228	0.01311527777
229	0.01301997948
230	0.01295295691
231	0.01283984947
232	0.01278054166
233	0.0126694293
234	0.01259771967
235	0.01254913545
236	0.01243039846
237	0.01233571172
238	0.01225702763
239	0.01220879102
240	0.01214991999
241	0.01206544733
242	0.01194353437
243	0.01181267238
244	0.01169764876
245	0.01162014866
246	0.01155218887
247	0.01146377921
248	0.0113692019
249	0.01134228611
250	0.01128041387
251	0.01122704792
252	0.01119522333
253	0.0111094799
254	0.0110101757
255	0.01092563438
256	0.01082029867
257	0.01078570747
258	0.01071334887
259	0.01064539814
260	0.01056076264
261	0.01049348068
262	0.01044149542
263	0.01040673518
264	0.01036342549
265	0.01027844882
266	0.01021495342
267	0.01014532614
268	0.0100841167
269	0.01003806782
270	0.009985150814
271	0.009936933994
272	0.009880195379
273	0.009837383032
274	0.009786137581
275	0.009747122526
276	0.009714896679
277	0.00961687994
278	0.0095598526
279	0.009502513409
280	0.009471946239
281	0.009412887096
282	0.009339829683
283	0.00929067421
284	0.009240031719
285	0.009187870502
286	0.00914943552
287	0.009053761959
288	0.008988782644
289	0.008954913855
290	0.008904035568
291	0.008840484858
292	0.008810733795
293	0.008767570972
294	0.008700116158
295	0.008642277718
296	0.00856950736
297	0.008522351503
298	0.008458737373
299	0.008422024727
300	0.008379231691
301	0.008324128866
302	0.008270656824
303	0.00823213172
304	0.00820637536
305	0.008142120957
306	0.008091061354
307	0.008049810171
308	0.008005928159
309	0.007967326164
310	0.007934056759
311	0.007901770234
312	0.007849874377
313	0.007775782585
314	0.007738351464
315	0.007689384699
316	0.007654852986
317	0.007595217228
318	0.007546793222
319	0.007516893864
320	0.007461041451
321	0.007415605307
322	0.007391585946
323	0.007350702167
324	0.007289199829
325	0.007258593321
326	0.007218742132
327	0.00719144094
328	0.007169487596
329	0.007140981555
330	0.007107960582
331	0.007058407187
332	0.007017422438
333	0.006988626003
334	0.006960035086
335	0.006921076775
336	0.006906807065
337	0.00686634779
338	0.006821843028
339	0.006778713942
340	0.006738484859
341	0.006693276525
342	0.00664869976
343	0.006627221346
344	0.006607290983
345	0.006578417659
346	0.006526261449
347	0.006492153406
348	0.006468091011
349	0.006418890238
350	0.006386462212
351	0.006361356854
352	0.006324460387
353	0.006299911618
354	0.006266175866
355	0.00622927916
356	0.006210373044
357	0.006172455668
358	0.006133956909
359	0.006119903922
360	0.006097890854
361	0.006076192737
362	0.006057379127
363	0.006022992373
364	0.005984595299
365	0.005948149443
366	0.005904253721
367	0.005857936382
368	0.005811214447
369	0.005787621617
370	0.005748416662
371	0.005709939837
372	0.005687011361
373	0.005657262087
374	0.005624012709
375	0.005605895162
376	0.005593985319
377	0.00556833601
378	0.005548539996
379	0.005515470266
380	0.005484094262
381	0.005442699194
382	0.00539980197
383	0.005386252046
384	0.005355552673
385	0.005319880486
386	0.005279309988
387	0.005265144348
388	0.005245491743
389	0.005229746461
390	0.005203872561
391	0.005179942846
392	0.005156209707
393	0.005128233075
394	0.005087275982
395	0.005065348029
396	0.005044233441
397	0.005015183806
398	0.004984862924
399	0.004962335348
400	0.004939625144
401	0.004923742175
402	0.004903051019
403	0.004855676889
404	0.004819387078
405	0.004791276455
406	0.004777733564
407	0.004751388669
408	0.004733215809
409	0.004714412451
410	0.004688634276
411	0.004671186209
412	0.004653250456
413	0.004628277421
414	0.004606858015
415	0.004584121227
416	0.004568378925
417	0.004540763736
418	0.004520773053
419	0.004498538852
420	0.004480650425
421	0.004463854432
422	0.004455585122
423	0.004439027667
424	0.004424090862
425	0.004395655513
426	0.004387371898
427	0.004360476375
428	0.004331304669
429	0.004324320078
430	0.004298132539
431	0.004272001863
432	0.004244836211
433	0.004227323294
434	0.004210742235
435	0.004196051955
436	0.004179531097
437	0.004165850163
438	0.00415295136
439	0.004132326603
440	0.004113673806
441	0.004095538974
442	0.00407133472
443	0.004052600384
444	0.004045443714
445	0.004024180174
446	0.003995839357
447	0.003981045544
448	0.003954616725
449	0.003932957828
450	0.003923375726
451	0.003900417805
452	0.003887195051
453	0.003873098671
454	0.003842404246
455	0.00383223331
456	0.00381362021
457	0.003789141357
458	0.003767103136
459	0.003753728867
460	0.003746342957
461	0.003734298825
462	0.003715166926
463	0.003700146496
464	0.003685199678
465	0.003664002657
466	0.003643159807
467	0.003630832434
468	0.003621679842
469	0.003614775717
470	0.003600045681
471	0.003592195451
472	0.003570813239
473	0.003564247966
474	0.003548751235
475	0.003539034426
476	0.003517220438
477	0.003504820228
478	0.003486755311
479	0.003486745417
480	0.003481795192
481	0.003468960583
482	0.003459831476
483	0.003449768245
484	0.003435651064
485	0.003419871747
486	0.003403362513
487	0.00339479208
488	0.003377637327
489	0.003359330237
490	0.003346896827
491	0.00332546705
492	0.003306339324
493	0.003288499296
494	0.003275763512
495	0.003255245328
496	0.003242695451
497	0.003232475042
498	0.003200729609
499	0.003188894212
